pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
582,15.8,6.7,0.368,0.365,36.8,8.3,39.5,79.116028597,94.115768912,20.6,49.1
714,12.0,6.3,0.339,0.347,33.1,4.6,37.1,77.623296223,93.637482703,13.9,45.4
583,16.5,8.6,0.29,0.301,28.0,4.6,31.6,77.967599395,93.122944149,21.2,45.9
725,16.3,2.8,0.327,0.332,35.4,7.2,32.2,77.349528786,93.261151109,16.8,48.4
656,21.6,8.2,0.317,0.325,35.5,6.4,39.5,78.991165586,94.126791486,26.3,50.8
715,19.6,9.2,0.317,0.33,34.7,7.8,35.3,79.233002249,93.500010463,21.8,45.7
820,14.3,8.3,0.348,0.352,30.9,6.1,39.1,79.565210507,94.153379882,18.6,46.8
835,15.2,3.2,0.341,0.355,31.4,8.8,42.9,80.453543825,94.685339864,18.0,50.4
724,18.1,7.6,0.276,0.288,31.0,5.3,30.8,78.214969847,92.751640515,21.8,49.6
855,12.0,8.9,0.323,0.354,31.5,6.0,37.4,79.463669018,93.982063149,18.1,48.1
646,26.0,9.3,0.315,0.323,35.2,10.9,35.9,78.086403184,93.67771197,27.7,49.7
555,20.7,8.3,0.323,0.341,33.4,7.5,37.8,78.943805156,93.940234204,24.1,47.6
577,17.0,10.2,0.322,0.331,34.2,8.0,36.4,77.851013366,93.618519098,21.2,47.8
689,24.1,6.0,0.263,0.262,29.6,6.7,30.4,75.838974487,92.831563148,23.7,51.8
537,18.2,8.8,0.315,0.327,34.0,7.3,33.2,79.214828281,93.228754935,24.3,45.9
695,13.8,6.8,0.338,0.351,35.3,6.4,34.7,76.992957681,93.326679048,18.1,48.0
542,24.5,4.1,0.302,0.284,31.4,8.9,38.7,78.655938191,94.146828112,21.2,52.6
770,16.6,6.1,0.305,0.321,33.3,7.5,35.7,76.145610174,93.608907247,18.5,48.7
744,29.3,5.8,0.277,0.259,31.8,3.5,31.8,76.807153632,93.207222073,30.3,50.4
672,20.2,7.1,0.317,0.317,32.3,5.3,34.2,78.004804043,93.549511198,21.9,43.9
702,18.9,7.0,0.346,0.339,34.8,7.8,48.6,80.379261107,95.275444743,22.7,45.6
232,19.0,3.9,0.294,0.344,35.8,10.2,45.5,81.139638488,95.326901802,21.4,48.1
743,27.2,9.2,0.265,0.274,30.8,6.9,34.5,78.613296983,93.337673211,25.1,44.0
209,16.3,8.1,0.302,0.332,34.2,6.3,31.6,74.964770128,92.996637436,24.4,50.8
678,20.2,9.3,0.329,0.334,32.8,9.5,34.0,77.100015216,93.380146228,25.8,47.7
604,23.7,6.0,0.298,0.309,32.0,6.4,31.8,77.902324949,93.517242374,24.7,49.1
712,24.4,7.2,0.347,0.327,35.6,8.3,39.8,79.265289476,94.03931779,24.9,46.9
215,16.3,7.9,0.236,0.322,32.9,3.7,39.1,79.168217342,93.762296646,19.3,46.6
590,22.7,4.4,0.294,0.309,37.1,10.1,37.8,76.212260806,93.845537607,25.3,50.5
177,18.6,8.5,0.337,0.365,32.8,9.6,50.4,83.58092871,96.044814797,22.4,51.0
842,26.4,4.0,0.27,0.277,32.1,6.3,34.5,77.474814353,93.263122919,26.9,48.2
512,14.6,8.0,0.325,0.331,30.1,4.8,35.7,77.290852292,93.770764465,18.0,43.9
229,32.3,5.7,0.269,0.238,31.4,5.7,35.0,74.867025857,93.485999424,29.2,50.7
214,25.2,8.4,0.28,0.271,28.6,6.4,29.3,76.423836667,92.697385693,22.5,43.4
669,13.5,4.9,0.33,0.309,30.1,6.2,28.5,76.385770833,92.747366103,20.1,44.7
587,18.7,10.7,0.371,0.362,41.0,7.8,44.9,78.945354653,94.901166658,21.3,47.0
808,23.6,8.3,0.347,0.337,35.2,10.4,39.3,77.065476868,94.313936189,28.7,50.1
527,20.7,4.7,0.307,0.309,30.7,7.2,41.2,82.058028718,94.386511208,22.9,49.4
240,19.6,7.5,0.323,0.306,33.5,5.8,32.4,76.137752209,92.911364561,21.6,46.2
219,20.1,10.5,0.284,0.309,23.0,4.7,38.5,75.598103919,93.609841088,22.1,49.4
636,17.0,9.1,0.317,0.343,31.8,7.7,41.0,79.419470996,94.166951818,22.5,45.3
239,19.2,7.9,0.296,0.326,31.3,8.4,39.8,79.951218415,94.781144451,25.1,45.3
223,20.2,13.9,0.315,0.345,29.7,11.0,38.6,80.040721528,94.448976458,21.4,43.0
565,30.6,4.2,0.254,0.265,32.2,8.4,33.9,76.73944477,93.468018937,30.6,52.2
709,17.2,9.9,0.307,0.329,32.5,5.9,38.6,78.716659407,93.808015663,19.7,46.0
723,22.8,9.0,0.279,0.296,31.9,7.4,31.5,77.811059017,93.240246859,26.1,45.8
246,18.7,9.8,0.353,0.347,34.7,5.4,40.1,77.132373855,93.898096024,22.9,42.1
263,25.5,10.6,0.317,0.325,33.9,8.3,34.5,74.742366145,93.295456242,28.2,43.5
632,18.8,8.7,0.322,0.326,29.1,4.4,36.2,78.600703241,93.682301319,19.5,44.2
775,27.4,8.0,0.315,0.295,34.0,7.9,39.1,79.38448151,94.312919224,30.0,51.5
754,20.6,8.5,0.293,0.302,30.6,4.9,39.1,78.008978053,93.968936756,24.9,44.8
604,25.0,7.8,0.294,0.294,36.1,8.6,35.4,77.492050718,93.601724154,25.6,51.0
951,24.0,5.3,0.309,0.298,32.4,6.3,33.0,76.790504264,93.434837926,24.8,51.0
753,19.8,6.0,0.35,0.346,36.3,9.5,43.8,79.057235,94.764961466,21.2,48.6
512,24.6,9.8,0.296,0.295,31.0,3.9,33.7,76.154969451,93.104023578,24.0,47.3
742,31.5,13.3,0.266,0.3,37.0,7.4,33.8,75.667264472,93.364914171,37.3,42.9
521,18.8,7.1,0.306,0.321,33.2,5.2,31.4,77.120650538,92.961329003,19.0,47.0
551,27.6,8.2,0.328,0.313,37.4,7.9,34.0,78.239107,93.626838,27.1,47.1
736,23.6,7.2,0.305,0.301,33.7,9.0,35.1,76.341792771,93.754029819,28.1,49.6
664,19.4,6.6,0.357,0.346,35.6,6.3,34.8,77.748113496,93.689658226,21.3,48.3
717,30.8,7.9,0.26,0.259,33.0,4.4,29.1,77.965412547,92.860139007,31.5,45.1
760,19.2,6.6,0.319,0.318,32.7,6.0,33.6,76.992998608,93.388263945,20.1,45.8
563,19.4,7.1,0.385,0.357,40.2,9.8,42.0,78.04239848,94.508679902,21.6,47.3
838,18.0,9.7,0.308,0.322,29.9,6.5,34.3,75.970808983,93.287329508,23.5,49.6
531,31.5,10.4,0.277,0.302,34.0,10.1,35.0,73.9743325,93.442735912,30.8,46.7
234,18.8,5.1,0.301,0.307,42.1,5.8,25.1,69.197185952,92.039514311,27.6,52.2
801,17.4,7.4,0.316,0.319,31.9,4.3,32.7,77.875023427,93.264826883,19.5,45.0
534,19.5,7.3,0.287,0.296,31.0,3.1,30.2,77.336654947,92.845859388,20.7,44.8
795,23.9,9.6,0.261,0.291,30.8,4.8,29.6,76.361267362,92.51406872,25.0,45.6
727,23.2,9.2,0.309,0.312,34.1,6.6,35.4,77.555262532,93.635942743,23.8,47.0
230,24.3,7.0,0.274,0.325,35.4,13.3,44.9,81.769538101,94.757966203,25.1,49.7
598,30.6,7.4,0.277,0.269,36.6,6.0,33.6,76.939714365,93.187773591,24.8,49.6
233,31.3,8.6,0.241,0.285,35.5,11.6,36.2,78.55690029,94.120844526,33.3,47.1
227,24.7,8.8,0.308,0.327,30.8,10.3,34.9,79.549102222,93.617136736,29.5,40.6
234,23.5,6.8,0.328,0.349,35.0,10.8,45.9,81.848783418,95.011290828,26.2,49.3
802,27.3,7.0,0.289,0.302,31.0,9.4,41.8,78.960209073,94.709603649,30.6,52.1
896,19.5,5.9,0.295,0.295,30.0,5.6,32.5,78.302827175,93.220840763,20.1,50.7
665,26.8,8.3,0.34,0.318,30.0,10.9,44.4,80.710690569,94.872462251,24.8,46.4
629,12.7,7.2,0.392,0.36,33.0,6.2,37.6,79.095383718,93.851929188,15.1,46.4
750,24.5,7.2,0.363,0.323,37.9,8.5,37.4,79.34909772,93.785211583,26.8,50.3
222,12.6,9.9,0.328,0.358,29.0,8.3,39.6,78.413971084,94.515513273,15.3,41.6
567,13.2,8.6,0.358,0.361,34.9,6.1,36.6,78.205979116,93.554518462,12.5,43.5
885,20.5,5.4,0.348,0.337,36.5,8.0,35.7,77.299764006,93.661091431,21.1,49.6
655,21.4,6.3,0.322,0.332,36.2,10.7,38.4,76.828018498,94.064186052,22.0,49.1
737,29.2,5.0,0.27,0.277,34.5,5.4,36.4,79.575999746,93.605811826,26.7,50.3
197,22.3,4.1,0.319,0.309,32.9,9.1,37.1,77.732469143,93.627920643,29.7,51.6
585,33.2,8.9,0.251,0.244,31.2,7.2,33.6,78.619212378,93.183498502,30.4,49.2
539,22.6,8.5,0.3,0.312,39.9,8.0,38.6,79.42641674,93.829833352,25.3,48.3
512,17.0,6.6,0.312,0.326,36.6,7.3,39.2,76.970003579,94.020185237,22.2,50.7
516,20.0,10.3,0.348,0.354,35.6,8.7,37.6,76.460443107,93.567303853,24.6,44.4
297,31.3,4.7,0.25,0.269,36.9,6.4,34.2,78.651437283,93.49421,31.9,49.7
546,29.5,10.4,0.274,0.268,31.1,5.2,28.3,74.734453813,92.30228,29.9,43.3
548,19.2,6.9,0.344,0.33,31.4,6.7,40.4,77.848396091,94.112764351,20.9,43.8
588,15.8,9.4,0.321,0.328,29.9,6.7,32.9,78.455515814,93.054127674,21.8,45.7
846,26.0,5.6,0.289,0.314,36.4,9.2,46.2,82.024994196,95.003873538,26.3,47.2
533,29.3,8.3,0.279,0.282,31.9,7.1,39.9,76.761769308,94.113869591,28.9,48.0
277,23.1,2.5,0.265,0.301,36.6,8.4,34.3,75.196540909,93.023268939,19.6,47.8
231,29.4,4.3,0.286,0.288,35.5,9.2,42.8,78.719963816,94.449429013,35.5,56.4
223,15.2,13.5,0.361,0.376,32.5,9.6,38.9,77.283284872,94.420626474,19.5,42.0
636,17.8,6.9,0.351,0.341,35.6,8.3,35.6,77.24105181,93.41857625,22.1,50.3
619,15.5,7.4,0.357,0.349,37.1,11.6,42.7,80.703908814,94.897921525,20.3,49.8
617,23.2,9.1,0.317,0.322,31.1,7.6,41.3,80.11781685,94.44789115,27.2,47.3
725,28.3,3.9,0.304,0.285,38.1,8.1,38.5,78.199092336,94.021611581,29.4,55.9
509,19.1,7.1,0.358,0.355,40.3,9.3,42.2,77.076907017,94.223236796,19.3,46.0
160,15.0,8.1,0.283,0.305,29.5,7.4,37.7,77.815786885,94.028831322,24.6,46.6
818,22.5,8.1,0.312,0.323,32.4,7.7,38.7,79.045151148,93.924687625,23.3,47.3
796,24.7,6.5,0.264,0.272,31.2,4.1,29.2,77.528217198,92.686430661,23.8,47.1
643,24.4,7.3,0.295,0.294,35.4,7.8,36.3,77.928197512,93.46698963,29.1,48.9
547,21.8,10.8,0.308,0.306,30.4,4.3,30.0,75.253832737,92.782237011,26.2,43.2
790,15.7,7.2,0.353,0.373,37.9,9.3,44.0,80.192000808,94.927415572,21.2,45.7
207,12.6,13.0,0.347,0.363,32.9,6.6,44.1,78.5401164,95.272783826,18.2,41.8
252,18.3,7.5,0.316,0.342,30.8,9.2,39.5,74.541613913,93.6962775,17.9,44.3
613,19.6,10.4,0.358,0.38,37.0,10.9,45.0,78.653706172,95.050376316,22.2,44.8
549,14.9,7.7,0.344,0.34,33.8,5.0,32.5,73.919035743,93.337019231,16.8,47.8
625,17.9,8.6,0.339,0.356,38.7,7.0,38.8,81.13657489,94.100184901,20.8,45.9
552,28.3,6.7,0.263,0.256,31.7,2.8,31.3,76.37520142,93.088450427,28.2,48.2
838,21.2,8.6,0.304,0.317,30.9,6.4,31.4,79.032774515,93.295812705,23.9,47.0
728,17.3,8.7,0.338,0.35,34.7,7.3,35.5,76.222407311,93.57778803,23.6,48.1
183,16.4,4.4,0.286,0.321,33.3,7.6,39.6,80.01528375,93.92545035,17.2,48.4
301,19.3,10.0,0.356,0.36,33.3,7.2,39.6,76.836915825,93.881787171,23.3,41.5
766,13.4,6.7,0.365,0.352,38.3,7.4,32.1,78.239708822,93.133951804,18.5,45.8
719,28.0,7.1,0.288,0.279,37.4,6.7,34.2,76.832555895,93.323217926,32.2,50.5
221,19.5,7.2,0.367,0.334,35.6,8.8,45.0,80.494721375,95.217745535,22.6,45.3
583,21.3,10.6,0.321,0.317,32.6,6.2,31.6,77.384013785,93.284953229,23.1,46.7
226,16.8,8.0,0.32,0.376,33.9,9.5,48.2,80.598450476,95.660059042,23.5,44.2
681,19.7,5.6,0.316,0.329,34.7,9.4,40.8,79.048289799,94.325262048,22.3,52.0
543,16.6,8.5,0.346,0.346,34.2,6.4,39.6,76.8896006,93.9244305,24.0,47.0
806,21.8,8.8,0.333,0.305,30.8,7.0,30.2,76.270660362,92.870869528,24.1,49.3
847,24.2,3.8,0.309,0.301,36.1,6.3,33.8,76.297457625,93.23230199,22.4,49.1
239,20.5,10.5,0.332,0.339,36.2,8.0,39.3,75.710724691,94.229585494,19.3,44.3
661,15.4,6.5,0.345,0.338,33.4,7.8,40.6,78.184592174,94.031287624,17.6,45.7
768,19.8,8.5,0.312,0.289,27.5,4.4,26.9,74.149818745,92.141573867,22.9,46.4
912,27.5,5.9,0.269,0.279,29.5,6.7,31.2,78.651695105,93.234360787,25.7,48.1
745,22.8,5.9,0.254,0.259,28.9,3.4,26.2,76.410293878,92.363342796,24.7,43.2
776,19.1,6.4,0.324,0.333,33.5,7.4,40.8,77.951337254,94.193265704,24.7,49.3
549,26.2,5.6,0.272,0.282,34.0,5.9,37.7,75.940205,93.586356984,29.5,50.3
648,13.7,5.4,0.381,0.351,34.0,7.3,37.4,77.971227891,93.973900841,12.6,46.8
582,21.1,9.8,0.336,0.322,30.5,6.3,39.5,77.528016218,94.004006762,25.1,43.0
716,24.6,5.0,0.291,0.29,33.4,5.4,36.6,76.614522327,93.56474102,23.8,52.9
722,19.4,7.6,0.31,0.325,32.5,7.5,40.2,77.759256899,94.06919,22.2,47.0
224,27.2,7.6,0.302,0.306,36.2,7.8,34.8,77.914342286,93.620311007,29.9,44.1
505,23.6,6.3,0.283,0.286,33.3,6.0,37.6,77.304123023,93.812180058,26.7,48.2
636,19.0,6.8,0.334,0.341,33.7,8.2,36.7,79.889054521,94.185456119,23.1,47.7
748,19.9,7.1,0.296,0.313,32.8,5.9,31.7,78.073854633,93.358087853,22.8,47.2
252,19.4,8.3,0.382,0.342,33.7,6.7,36.0,75.560006897,93.408938621,24.1,48.5
644,19.9,8.9,0.317,0.33,34.5,8.8,30.8,76.343084091,93.040743818,21.8,47.2
687,23.1,9.0,0.317,0.323,38.1,9.4,38.3,78.877175219,93.876231451,27.1,48.0
215,18.6,7.9,0.273,0.307,29.0,7.1,39.4,79.733571447,94.346649145,22.4,45.3
675,27.4,7.0,0.33,0.288,37.4,6.8,33.6,74.680898539,93.136941396,26.3,48.7
671,23.2,7.5,0.33,0.312,32.7,9.1,42.9,80.031482379,94.542852357,25.5,51.4
199,22.6,8.5,0.332,0.316,37.5,8.8,33.8,76.820292794,93.51882363,20.7,44.2
525,21.1,6.7,0.325,0.308,31.6,6.2,37.0,78.153813901,93.611759148,22.0,48.2
236,23.3,7.6,0.368,0.333,36.4,9.3,42.0,79.435491,94.356294875,24.8,47.9
699,20.5,7.0,0.315,0.323,30.4,4.8,38.7,79.730745252,94.17832792,21.1,45.1
587,31.2,8.5,0.296,0.308,40.1,11.8,43.8,80.327621156,94.780976127,29.6,48.9
257,24.1,4.7,0.236,0.29,29.2,3.9,43.8,80.429041591,94.574215682,23.6,48.1
587,18.7,8.3,0.335,0.333,31.3,4.3,39.8,78.735338889,94.049734358,18.8,42.2
275,26.2,6.2,0.279,0.274,32.4,3.2,29.2,76.646542667,92.768601899,26.0,49.3
258,23.3,7.0,0.278,0.302,33.3,6.7,38.9,78.451666854,94.006551525,22.6,49.3
703,26.5,3.4,0.276,0.27,29.2,9.0,35.1,75.557414813,93.73501605,24.0,49.9
732,26.4,7.0,0.295,0.302,30.9,8.8,34.0,77.746689496,93.580311996,24.1,47.8
175,20.6,6.9,0.269,0.32,37.3,6.3,37.3,77.670760164,94.186944426,24.7,49.6
631,23.9,6.8,0.296,0.277,26.3,3.7,41.1,78.451360236,94.153661087,24.8,45.0
706,22.7,7.9,0.333,0.333,32.8,7.5,37.8,76.984740798,93.893180021,29.2,46.6
763,23.6,7.9,0.32,0.304,34.1,5.4,29.5,75.657403976,92.577866844,25.0,45.4
168,19.6,12.5,0.308,0.334,31.3,6.3,40.2,74.014978929,94.375471071,22.3,46.5
644,24.1,6.1,0.285,0.267,29.1,2.0,26.6,74.42863656,92.581566943,28.2,50.9
594,18.5,8.6,0.339,0.337,33.8,6.8,37.6,79.195905024,93.791637126,18.0,44.0
745,22.4,6.6,0.291,0.29,31.1,6.6,32.8,73.740095781,92.802733268,23.6,46.5
751,27.3,5.1,0.251,0.26,30.2,4.0,29.6,76.951999079,92.928566625,27.0,51.9
224,19.6,7.1,0.282,0.315,30.1,6.7,33.7,76.854846,93.489027438,19.1,48.3
682,19.8,5.6,0.313,0.294,31.2,5.2,28.6,77.566623222,92.832344833,19.9,44.6
708,23.3,6.9,0.314,0.318,33.7,8.8,39.5,77.787950788,94.033699958,28.6,49.6
239,25.9,8.4,0.307,0.317,36.5,10.3,40.4,75.572587564,93.83100891,27.0,46.6
201,29.9,10.4,0.29,0.283,33.6,6.0,39.7,76.316209138,93.353811121,33.7,45.7
553,24.4,7.6,0.277,0.275,27.2,5.1,26.3,73.59857095,92.227648992,24.7,46.5
783,13.2,6.4,0.337,0.33,32.3,7.2,35.0,74.968575987,93.265151588,18.3,51.0
303,13.5,5.9,0.309,0.33,27.9,5.4,38.3,77.06990275,93.887047992,18.4,46.3
215,16.3,7.9,0.328,0.369,37.7,9.9,39.5,79.472548,94.380675438,19.1,45.1
737,34.3,7.5,0.271,0.269,36.2,3.8,36.2,79.88189322,93.485750856,32.7,46.0
569,20.9,6.3,0.291,0.308,32.0,6.6,40.7,77.846592759,94.278064236,22.4,45.9
735,21.4,7.5,0.317,0.339,36.9,8.9,40.3,79.052297752,94.393783895,24.0,47.7
255,17.3,13.3,0.354,0.389,36.8,8.8,40.9,79.089970706,94.561858059,25.3,41.5
701,29.1,6.7,0.252,0.263,28.2,6.1,32.0,76.544349151,93.078753853,27.7,49.7
242,21.1,12.0,0.296,0.354,30.0,6.3,43.8,81.291830641,94.939800903,28.2,43.5
556,20.0,4.7,0.338,0.327,38.6,9.6,38.4,78.618285314,93.904943237,20.5,48.5
223,16.1,9.4,0.345,0.354,36.8,9.8,41.7,81.653866543,95.114665432,22.0,47.2
667,19.5,6.1,0.319,0.324,33.1,6.3,39.6,78.355076255,94.143832227,20.3,49.2
782,29.4,6.5,0.263,0.271,29.7,6.1,33.5,76.091770902,93.196214467,28.1,49.1
786,18.2,7.4,0.357,0.365,36.6,8.4,40.0,79.727428951,94.38914035,25.2,45.9
550,30.9,12.5,0.305,0.335,39.3,11.0,41.2,78.2789814,94.3982398,31.6,44.4
271,22.1,8.1,0.378,0.349,37.0,10.9,37.0,75.498472609,93.758217268,27.9,48.5
257,16.3,6.6,0.249,0.317,34.3,4.0,31.3,74.956208144,93.354275567,23.8,45.1
770,24.5,4.7,0.29,0.297,35.0,9.0,44.6,80.44648539,94.746169145,26.3,52.2
798,28.3,5.8,0.289,0.295,34.1,7.4,34.6,75.954064646,93.471092998,29.6,48.9
871,17.7,9.0,0.326,0.35,35.9,8.3,35.6,78.170011093,93.584878939,24.3,45.4
722,19.1,7.9,0.315,0.312,32.9,5.6,31.7,77.758042023,92.933534786,19.1,46.1
738,22.6,6.6,0.323,0.3,34.0,6.7,31.0,77.317629882,93.170192992,24.7,47.5
190,23.7,11.1,0.253,0.28,23.0,5.7,35.2,77.319430656,93.290513033,28.5,48.7
185,24.9,7.0,0.232,0.27,28.8,4.0,40.8,80.835442581,94.181533871,24.8,53.2
780,28.2,5.9,0.29,0.298,36.7,7.7,34.7,77.93695627,93.467707917,26.8,49.7
550,20.7,12.2,0.359,0.32,30.8,4.1,25.3,72.665698409,92.331377806,23.9,45.6
745,20.4,6.2,0.321,0.326,34.7,5.7,37.9,80.580937899,93.957980447,20.9,44.3
268,38.8,6.7,0.246,0.256,30.1,9.6,33.6,77.995876806,93.342833889,40.7,54.1
202,21.8,11.9,0.394,0.333,27.1,4.5,36.8,77.971035672,93.959706241,25.1,43.9
250,24.8,7.6,0.267,0.298,35.1,7.1,37.5,79.776681928,94.668467697,29.3,48.6
689,20.2,3.0,0.316,0.31,35.8,6.9,34.7,75.470981451,93.389888686,23.9,51.2
584,24.0,9.8,0.358,0.336,36.6,7.3,37.2,77.29458766,93.767580585,22.1,45.8
523,21.6,8.8,0.339,0.343,34.0,8.4,44.3,81.635898483,94.938188282,26.1,46.2
315,20.3,2.5,0.269,0.274,34.3,4.5,32.0,74.950220833,92.680787573,24.9,49.8
886,27.7,5.1,0.283,0.284,33.2,5.6,32.1,77.765719929,93.146480906,26.9,51.1
515,25.0,8.2,0.32,0.316,33.4,7.3,43.7,79.61343345,94.422562845,26.3,50.4
246,17.9,8.5,0.353,0.332,29.4,5.6,32.8,74.6402825,92.993536989,22.3,49.0
762,19.8,6.3,0.301,0.32,31.4,7.0,40.6,77.348736884,94.275894674,25.2,54.2
780,29.0,10.0,0.277,0.277,26.2,5.1,33.6,75.363934533,93.547291448,35.5,47.3
771,21.3,7.5,0.34,0.345,35.4,8.6,41.2,80.168837313,94.223625504,22.6,45.3
267,34.8,7.5,0.225,0.259,34.7,7.3,40.0,77.445168667,94.21267604,32.5,47.4
530,21.5,5.3,0.286,0.318,34.8,8.8,33.8,77.286390316,93.461512711,22.4,49.6
585,12.5,4.6,0.321,0.336,34.4,6.8,39.6,78.554945625,93.738299354,17.3,46.2
832,24.3,5.3,0.274,0.294,34.7,4.3,34.7,77.828299751,93.342487456,22.8,48.3
785,13.8,6.0,0.316,0.345,30.0,5.5,38.7,79.170138771,94.198862729,18.1,44.7
756,28.6,7.7,0.264,0.282,29.9,4.9,32.5,77.626260088,93.368970396,28.9,46.0
710,33.4,7.3,0.255,0.254,33.6,6.5,39.8,79.131004203,93.698768499,31.2,49.8
765,22.4,7.7,0.317,0.316,31.2,5.9,33.8,78.905913695,93.393239034,23.0,44.2
708,29.0,9.6,0.265,0.286,30.1,6.8,33.3,77.34451901,93.509332705,28.1,42.2
827,25.0,5.7,0.289,0.277,31.3,4.4,28.4,76.763550147,92.74883356,24.2,45.9
774,20.5,7.5,0.299,0.292,27.2,4.1,35.6,77.145629341,93.642928165,24.4,45.1
755,27.4,7.0,0.335,0.304,35.6,6.7,39.3,79.597226066,94.022051211,31.1,48.8
288,33.7,9.7,0.257,0.27,33.5,5.6,35.4,75.1833505,93.575196101,36.6,50.7
515,20.4,7.4,0.349,0.314,34.5,8.2,35.3,77.517810387,93.669716713,21.1,46.2
188,19.1,6.9,0.3,0.336,39.1,8.0,38.4,77.502992029,93.646924348,25.6,49.0
237,21.9,6.3,0.29,0.295,31.5,7.7,37.1,76.02248988,93.931292061,21.7,44.6
548,26.5,7.8,0.328,0.321,34.6,8.7,40.5,78.805126826,94.159566486,25.5,44.2
654,22.3,8.4,0.301,0.328,30.5,10.0,39.4,78.125196864,94.202828841,23.4,46.2
593,16.4,3.9,0.332,0.344,32.6,7.7,38.8,79.099913176,94.182767312,17.3,46.8
523,29.6,5.0,0.285,0.272,32.4,4.4,33.3,78.566021779,93.235114387,25.6,47.4
852,26.9,9.4,0.304,0.31,32.9,6.8,39.5,78.647378213,93.936595657,26.5,44.6
606,18.8,7.4,0.339,0.318,37.0,6.1,34.1,77.486563257,93.390775459,18.8,47.5
748,27.1,7.2,0.284,0.304,33.8,7.2,38.5,76.746073648,93.540208734,29.3,46.9
886,23.4,5.6,0.26,0.266,28.4,5.3,38.5,76.106105279,93.947545934,25.4,53.4
582,13.1,9.8,0.373,0.362,31.7,6.1,44.0,79.499558402,94.756131739,17.7,45.1
291,28.2,8.6,0.275,0.296,33.7,7.2,32.6,75.761361573,93.139621469,30.2,43.3
844,20.5,8.3,0.292,0.3,30.9,5.0,29.2,76.369316014,92.633889036,21.5,45.8
766,22.7,6.4,0.299,0.314,37.6,7.1,45.6,80.915132121,95.054543814,24.2,50.3
804,31.7,5.5,0.25,0.25,31.5,4.8,30.8,75.691489191,92.674544414,31.2,53.4
671,20.4,9.2,0.344,0.327,30.0,8.9,38.0,75.651708018,94.089395066,24.4,44.4
226,27.9,4.0,0.311,0.285,35.5,8.6,38.8,76.846940789,93.603936447,28.7,49.0
855,20.1,8.5,0.282,0.306,30.5,5.4,30.3,77.099292586,92.874983506,21.7,43.8
784,29.5,5.5,0.288,0.283,32.9,6.0,39.1,79.706658008,94.074574751,33.0,49.7
803,17.8,6.7,0.306,0.328,37.4,6.5,36.6,76.636927659,93.594969883,16.9,43.5
587,18.2,10.6,0.325,0.343,34.2,8.9,38.1,78.076395377,94.125946599,23.1,45.2
640,20.6,5.9,0.312,0.319,35.5,10.8,35.3,77.29015187,93.470661678,22.3,48.9
524,21.2,10.9,0.369,0.347,33.4,9.4,37.1,77.981150289,93.994251763,25.3,44.7
185,16.8,3.2,0.32,0.29,37.2,2.8,30.3,74.855803333,92.989312639,23.3,52.2
261,21.1,6.5,0.287,0.301,28.9,5.9,37.4,77.390751957,93.869726848,23.0,46.4
242,23.6,9.1,0.324,0.33,32.9,7.5,36.0,77.840288987,93.989484013,25.6,46.3
777,21.4,6.2,0.298,0.308,36.3,7.5,37.9,77.154947138,93.903178297,25.9,47.6
729,21.7,5.9,0.284,0.318,33.6,6.5,42.0,77.468444661,94.596511195,26.7,48.5
263,23.2,8.7,0.285,0.301,28.8,4.5,40.1,77.398455843,94.126124972,24.2,42.0
516,21.5,4.1,0.29,0.309,30.8,5.5,34.2,78.04095459,93.507420792,23.2,50.6
679,20.2,6.9,0.286,0.305,34.4,5.5,35.8,74.438826914,93.299908909,23.8,47.9
692,20.4,10.1,0.333,0.346,36.7,7.3,37.3,78.254860297,93.611657818,23.3,46.1
706,26.8,5.8,0.28,0.289,30.1,6.6,34.1,78.595967339,93.45842669,27.4,51.3
658,16.9,7.9,0.377,0.36,36.9,10.2,38.6,77.005416033,93.997254483,19.0,47.1
556,20.5,10.6,0.337,0.349,34.8,9.0,39.6,77.282799734,94.2339008,23.4,44.8
567,17.6,9.2,0.317,0.306,28.8,4.1,32.9,78.124084171,93.418185239,19.3,46.3
731,23.0,11.6,0.336,0.32,28.6,6.4,33.3,78.13093163,93.357773598,27.9,43.3
888,25.3,5.3,0.27,0.279,34.1,4.6,30.8,76.771431486,93.048346294,25.4,51.0
185,13.0,13.0,0.311,0.368,35.0,8.8,41.6,78.74264,94.056045259,18.6,46.2
811,20.6,5.2,0.313,0.293,32.8,5.7,35.0,78.345859552,93.474457478,21.5,45.7
695,28.9,9.2,0.293,0.284,32.0,5.8,31.0,76.951516373,93.08194473,28.5,44.8
620,16.9,7.9,0.327,0.341,28.0,6.5,34.6,76.325091858,93.467056416,20.4,45.7
711,22.8,9.8,0.322,0.332,35.2,7.4,39.0,78.555609372,93.924690112,24.7,47.4
796,19.6,8.9,0.287,0.32,32.8,6.5,37.8,78.050611481,93.927760278,21.2,43.4
859,30.2,4.7,0.28,0.295,32.5,8.5,43.3,80.813265602,94.463244267,30.6,47.8
203,31.0,8.9,0.312,0.31,35.2,9.8,36.9,76.379892333,93.60301225,33.7,47.6
737,18.3,9.1,0.334,0.306,33.8,5.3,29.7,74.984020191,92.727144015,21.5,49.0
821,17.7,7.9,0.304,0.311,29.0,5.0,34.4,77.676319761,93.527102718,22.7,46.5
